ID,Ingredients
170,Замороженные морские гребешки
171,Замороженные опята
172,Замороженные ягоды
173,Замороженный горох
174,Замороженный картофель фри
175,Замороженный шпинат
176,Заправка (соус) для фунчозы
177,Зеленая редька
178,Зеленый лук
179,Зеленый чай
180,Зеленый чили
181,Зерна граната
182,Зира / Кумин
183,Зубатка
184,Изюм
185,Икорный крем
186,Икра красная
187,Икра мойвы
188,Икра тобико
189,Имеретинский сыр
190,Ирландский виски
191,Итальянские травы
192,Йогурт
193,Йогурт натуральный
194,Кабачок
195,Кабачок цукини
196,Кайенский перец
197,Какао-порошок
198,Калина
199,Кальмар
200,Камбала
201,Каннеллони
202,Каперсы
203,Капуста
204,Каракатица
205,Карамельный сироп
206,Кардамон
207,Кардамон молотый
208,Карп
209,Карри
210,Картофель фри
211,Картофельный крахмал
212,Картошка
213,Квас
214,Квашеная капуста
215,Кедровые орехи
216,Кета
217,Кетчуп
218,Кетчуп чили
219,Кефир
220,Кефир 1%
221,"Кефир 3,2%"
222,Кефир 9% жирности
223,Кешью
224,Киви
225,Кинза
226,Киноа
227,Кислое молоко
228,Кишмиш
229,Кленовый сироп
230,Клубника
231,Клубника замороженная
232,Клубничный джем
233,Клюква
234,Козий сыр
235,Кокосовая стружка
236,Кокосовое масло
237,Кокосовое молоко
238,Кокосовые сливки
239,Колбаса
240,Колбаса мортаделла
241,Кольраби
242,Компот
243,Кондитерская посыпка
244,Консервированная белая фасоль
245,Консервированная вишня
246,Консервированная горбуша
247,Консервированная килька
248,Консервированная красная фасоль
249,Консервированная кукуруза
250,Консервированная сайра
251,Консервированная скумбрия
252,Консервированные сардины
253,Консервированные шампиньоны
254,Консервированные шпроты
255,Консервированный абрикос
256,Консервированный ананас
257,Консервированный анчоус
258,Консервированный горошек
259,Консервированный лосось
260,Коньяк
261,Копченая грудинка
262,Копченая колбаса
263,Копченая курица
264,Копченая паприка
265,Копченая свинина
266,Копченая скумбрия
267,Копчено-вареная говядина
268,Копченые свиные ребрышки
269,Копченый лосось
270,Корейская морковь
271,Корень имбиря
272,Корень петрушки
273,Корень сельдерея
274,Корень хрена
275,Кориандр
276,Корица
277,Королевские креветки
278,Королевские шампиньоны
279,Кофе
280,Кофейное мороженое
281,Кофейный ликер
282,Крабовое мясо (сурими)
283,Крабовые палочки
284,Красная смородина
285,Красная фасоль
286,Красная чечевица
287,Красное вино
288,Краснокочанная капуста
289,Красный жгучий перец
290,Красный лук
291,Креветки
292,Крекеры
293,Крем-бальзамик
294,Крем-чиз
295,Кролик
296,Кроличий окорок
297,Круглый рис
298,Кукуруза
299,Кукурузная крупа
300,Кукурузная мука
301,Кукурузные хлопья
302,Кукурузный крахмал
303,Кукурузный хлеб
304,Кунжутное масло
305,Курага
306,Курдючный жир
307,Куриная ветчина
308,Куриная голень
309,Куриная грудка
310,Куриная грудка (копченая)
311,Куриная печень
312,Куриное бедро
313,Куриное бедро (копченое)
314,Куриное филе
315,Куриное яйцо
316,Куриные желудки
317,Куриные крылышки
318,Куриные сердечки
319,Куриный бульон
320,Куриный окорочок
321,Куриный окорочок (копченый)
322,Куриный фарш
323,Курица
324,Кускус
325,Лаванда
326,Лавровый лист
327,Лагманная лапша
328,Лайм
329,Лангустин
330,Лапша
331,Лапша удон
332,Лед
333,Лемонграсс
334,Лесные грибы
335,Лесные замороженные грибы
336,Ливер
337,Ликер Baileys
338,Лимон
339,Лимонад
340,Лимонная кислота
341,Лимонное повидло
342,Лимонный перец молотый
343,Лимонный сироп
344,Лимонный сок
345,Лисички
346,Листовой желатин
347,Листы лазаньи
348,Листья каффир-лайма
349,Лосиное мясо
350,Лосось
351,Лук-порей
352,Лук-шалот
353,Луковая шелуха
354,Маасдам
355,Майонез
356,Майоран
357,Мак (зерна)
358,Макароны
359,Макароны (гнезда)
360,Малина
361,Малиновое варенье
362,Малиновый джем
363,Манго
364,Мандарины
365,Манная крупа
366,Маргарин
367,Маринованные грибы
368,Маринованные корнишоны
369,Маринованные огурцы
370,Маринованные опята
371,Маринованные помидоры
372,Маринованный имбирь
373,Маринованный лук
374,Маршмеллоу
375,Маслины
376,Маслины без косточки
377,Масло авокадо
378,Масло для фритюра
379,Маслята
380,Мацони
381,Мед
382,Медово-горчичный соус
383,Медово-соевый соус
384,Мексиканская овощная смесь
385,Мелисса
386,Мидии
387,Мидии в раковинах
388,Микс салатов
389,Миндаль
390,Миндаль жареный
391,Миндаль тертый
392,Миндальная мука
393,Миндальное молоко
394,Миндальные лепестки
395,Минеральная вода
396,Мини-кальмары
397,Минтай
398,Мисо-паста
399,Молоко
400,"Молоко 1,5%"
401,"Молоко 2,5% жирности"
402,"Молоко 3,2%"
403,Молоко пастеризованное
404,Молотая гвоздика
405,Молотая корица
406,Молотая куркума
407,Молотый имбирь
408,Молотый кориандр
409,Молотый кофе
410,Молочная сыворотка
411,Молочный шоколад
412,Морепродукты
413,Морковный сок
414,Морковь
415,Мороженое
416,Морская капуста (ламинария)
417,Морская соль
418,Морские гребешки
419,Моцарелла
420,Моцарелла для пиццы
421,Моцарелла-мини
422,Мускатный орех
423,Мюсли
424,Мягкий сыр
425,Мягкий творог
426,Мясной бульон
427,Мясной фарш
428,Мясо косули
429,Мята
430,Неострая горчица
431,Нори
432,Нут
433,Нут консервированный
434,Нутелла
435,Нутовая мука
436,Облепиха
437,Овощи
438,Овощная смесь для борща
439,Овощная смесь для лечо
440,Овощной бульон
441,Овсяная мука
442,Овсянка
443,Овсяные хлопья
444,Огурец
445,Окунь
446,Оленина
447,Оливки
448,Оливки без косточки
449,Оливковое масло
450,Оливковое масло Extra Virgin
451,Опята
452,Орегано (душица)
453,Орехи
454,Ореховый соус
455,Осетр
456,Осьминог
457,Охотничьи колбаски
458,Панировочные сухари
459,Панцири креветок
460,Панчетта
461,Паприка
462,Пармезан
463,Паста «фарфалле»
464,Паста Том Ям
465,Паста конкильони
466,Паста лингвини
467,Паста мафальдине
468,Паста орзо (ризони)
469,Паста тальятелле
470,Паста фетучини
471,Паста фузилли
472,Паштет
473,Пекинская капуста
474,Пектин
475,Пельмени
476,Пенне (паста)
477,Пеперони
478,Пергамент
479,Перепелиное яйцо
480,Перец чили
481,Перец чили молотый
482,Перловка
483,Персики
484,Персиковый сок
485,Песочное печенье
486,Петрушка
487,Печень индейки
488,Печень трески
489,Печенье
490,Печенье Oreo
491,Печенье «Топленое молоко»
492,Пита
493,Пищевой краситель
494,Плавленый сыр
495,Пломбир
496,Побеги сельдерея
497,Повидло
498,Подсолнечное масло нерафинированное
499,Подсолнечное масло рафинированное
500,Подсолнечные семечки
501,Полукопченая колбаса
502,Полутвердый сыр
503,Помидор
504,Помидоры в собственном соку
505,Помидоры черри
506,Порошковый желатин
507,Порошок стевии
508,Постная говядина
509,Постный майонез
510,Приправа для картофеля
511,Приправа для корейских салатов
512,Приправа для фарша
513,Приправа для шашлыка
514,Приправа универсальная
515,Прованские травы
516,Простокваша
517,Протеин
518,Протертые томаты
519,Пряники
520,Пшеничная крупа
521,Пшеничная лепешка
522,Пшеничная мука хлебопекарная
523,Пшеничная мука цельнозерновая
524,Пшено
525,Разрыхлитель теста
526,Рассол
527,Растительное масло
528,Рахат-лукум
529,Реган (красный базилик)
530,Редис
531,Редька
532,Репа
533,Репчатый лук
534,Ржаная мука
535,Ржаной хлеб
536,Ржаные сухарики
537,Ржаные хлебцы
538,Рижский хлеб
539,Рикотта
540,Рис
541,Рис «басмати»
542,Рис «жасмин»
543,Рис арборио
544,Рис девзира
545,Рис длиннозерный
546,Рис для плова
547,Рис для суши
548,Рис карнароли
549,Рис пропаренный
550,Рисовая бумага
551,Рисовая лапша
552,Рисовая мука
553,Рисовое вино
554,Рисовый уксус
555,Розмарин
556,Розовый (красный) перец
557,Российский сыр
558,Ростбиф
559,Ростки гороха
560,Рукола
561,Рыба
562,Рыбные консервы
563,Рыбный бульон
564,Рыбный соус
565,Рыбный стейк
566,Рыбный фарш
567,Ряженка
568,Савойская капуста
569,Салат «айсберг»
570,Салат «романо» / «ромэн»
571,Салат фриллис
572,Салат-латук
573,Салатные листья
574,Салями
575,Самогон
576,Сардельки
577,Сардины
578,Сахар
579,Сахарная карамель
580,Сахарная пудра
581,Сахарное печенье
582,Сахарозаменитель
583,Свежая зелень
584,Свежее мясо
585,Свежие дрожжи
586,Свекла
587,Светлое пиво
588,Свиная брюшина
589,Свиная вырезка
590,Свиная грудинка
591,Свиная кишка
592,Свиная корейка
593,Свиная лопатка
594,Свиная отбивная
595,Свиная печень
596,Свиная рулька
597,Свиная шея
598,Свинина
599,Свинина на кости
600,Свиное сало
601,Свиное филе
602,Свиной окорок
603,Свиной фарш
604,Свиные ноги
605,Свиные ребрышки
606,Свиные уши
607,Сгущенное молоко
608,Сельдь
609,Сельдь слабосоленая
610,Семга
611,Семена горчицы
612,Семена льна
613,Семена укропа
614,Семена чиа
615,Сервелат
616,Сердечки индейки
617,Сироп топинамбура
618,Скумбрия
619,Слабосоленая горбуша
620,Слабосоленая кета
621,Слабосоленая семга
622,Слабосоленая форель
623,Слабосоленый лосось
624,Сладкая паприка
625,Сладкий соус чили
626,Сливки
627,Сливки 10% жирности
628,Сливки 20% жирности
629,Сливки 25% жирности
630,Сливки 33% жирности
631,Сливки 35% жирности
632,Сливовидные помидоры
633,Сливочное масло
634,Сливочный сыр
635,Сливы
636,Слоеное бездрожжевое тесто
637,Слоеное дрожжевое тесто
638,Слоеное тесто
639,Смесь перцев
640,Сметана
641,Сметана 10% жирности
642,Сметана 15% жирности
643,Сметана 20% жирности
644,Сметана 25% жирности
645,Сметана 30% жирности
646,Сметанно-чесночный соус
647,Сметанный соус
648,Сода
649,Соевый соус
650,Соевый соус тамари
651,Сок лайма
652,Соленые грузди
653,Соленые огурцы
654,Соленый арахис
655,Солод
656,Соль
657,Соль с грузинскими травами
658,Сосиски
659,Сосиски венские
660,Соус барбекю
661,Соус бешамель
662,Соус болоньезе
663,Соус кисло-сладкий
664,Соус наршараб
665,Соус песто
666,Соус сацебели
667,Соус табаско
668,Соус тартар
669,Соус терияки
670,Соус цезарь
671,Соя
672,Спагетти
673,Специи
674,Специи для курицы
675,Специи для плова
676,Специи для рыбы
677,Стебель петрушки
678,Стебель сельдерея
679,Стейк из индейки
680,Стейк из форели
681,Стейк кеты
682,Стейк лосося
683,Стейк семги
684,Стейк трески
685,Стейк тунца
686,Стеклянная лапша (фунчоза)
687,Столовый уксус
688,Столовый уксус 3%
689,Столовый уксус 6%
690,Столовый уксус 9%
691,Стручковая фасоль
692,Стручковая фасоль замороженная
693,Судак
694,Сулугуни
695,Сумах
696,Сухари молотые ванильные
697,Сухари панко
698,Сухарики
699,Сухая детская смесь
700,Сухие дрожжи
701,Сухое молоко
702,Сухофрукты
703,Сушеная вишня
704,Сушеная кинза
705,Сушеная клюква
706,Сушеная мята
707,Сушеная петрушка
708,Сушеные белые грибы
709,Сушеные грибы
710,Сушеные травы
711,Сушеные финики
712,Сушеные яблоки
713,Сушеный базилик
714,Сушеный барбарис
715,Сушеный орегано (душица)
716,Сушеный розмарин
717,Сушеный сельдерей
718,Сушеный тимьян / чабрец
719,Сушеный укроп
720,Сушеный чеснок
721,Сушеный шиповник
722,Сыр
723,Сыр «голландский»
724,Сыр адыгейский
725,Сыр гауда
726,Сыр дорблю
727,Сыр маскарпоне
728,Сыр пекорино
729,Сыр сиртаки
730,Сыр фета
731,Сыр филадельфия
732,Сырный соус
733,Сырокопченая колбаса
734,Сырокопченый бекон
735,Сычуаньский перец
736,Тарталетки
737,Тахини
738,Твердый сыр
739,Творог
740,Творог 1%
741,Творог 5%
742,Творог 6% жирности
743,Творог 9% жирности
744,Творог обезжиренный
745,Творожный сыр
746,Телятина
747,Телячья вырезка
748,Темное пиво
749,Темный ром
750,Темный шоколад
751,Тесто фило
752,Тигровые креветки
753,Тилапия
754,Тильзитер
755,Тимьян / чабрец
756,Ткемали
757,Тмин
758,Томатная паста
759,Томатное пюре
760,Томатный сок
761,Томатный соус
762,Топленое молоко
763,Топленое сливочное масло
764,Тортилья
765,Тостовый хлеб
766,Тофу
767,Треска
768,Тростниковый сахар
769,Тунец
770,Тунец в масле кусочками
771,Тунец кусочками в собственном соку
772,Тунец рубленый в собственном соку
773,Тыква
774,Тыквенное пюре
775,Тыквенные семечки
776,Укроп
777,Уксусная эссенция
778,Устричный соус
779,Утиный окорок
780,Утка
781,Фарш домашний
782,Фарш из индейки
783,Фарш из телятины
784,Филе говядины
785,Филе индейки
786,Филе кальмара
787,Филе лосося
788,Филе минтая
789,Филе палтуса
790,Филе сельди
791,Филе семги
792,Филе трески
793,Филе тунца
794,Филе форели
795,Филе хека
796,Фисташка
797,Форель
798,Фруктовое пюре
799,Фруктовый мармелад
800,Фрукты
801,Фундук
802,Халва
803,Хек
804,Хлеб цельнозерновой
805,Хлебная закваска
806,Хлебцы
807,Хлопковое масло
808,Хлопья чили
809,Хмели-сунели
810,Хрен столовый
811,Хумус
812,Цветная капуста
813,Цветочный мед
814,Цедра
815,Цедра лимона
816,Цельнозерновые хлебцы
817,Цукаты
818,Цыпленок
819,Чеддер
820,Черешня
821,Черная редька
822,Черная смородина
823,Черника
824,Черничный джем
825,Черноплодная рябина
826,Чернослив
827,Черный кунжут
828,Черный перец горошком
829,Черный перец молотый
830,Черный чай
831,Чеснок
832,Чесночные гренки
833,Чесночный соус
834,Чечевица
835,Чиабатта
836,Чипсы
837,Шалфей
838,Шампанское
839,Шампиньоны
840,Шафран
841,Шоколадная глазурь
842,Шоколадная стружка
843,Шоколадные коржи
844,Шоколадный сироп
845,Шпинат
846,Шпроты
847,Шрирача
848,Щавель
849,Щука
850,Щупальца осьминога
851,Экстракт ванили
852,Яблоки
853,Яблочное повидло
854,Яблочный сок
855,Яблочный уксус
856,Яблочный уксус 9%
857,Ягодный сироп
858,Ягоды
859,Ягоды можжевельника
860,Яичная лапша
861,Яйца
862,Японский рис
863,Ячневая крупа
